Entry_Number,Sentence_Number,Cleaned_Text,Category,Subcategory,Nazi,Beautiful,Sexual/body
31,275,"Heute, den 17. Febr. 34
Mit Annelie und Waldemar Miller zum Polizei-Vergnügen.",Temp/Spat,Temp/Spat,YES,,
31,275,,Event,Social,,,
31,276,Hans Werner kam noch an den Tisch.,Event,Romantic,,,
31,277,Annelie und ich sind dann mal auf die galerie.,Event,Social,,,
31,278,"Ein Bekannter u. Annelie lud uns zu einem Bier in den Poulettenkeller ein, da ich dort noch nie war.",Event,Social,,,
31,279,Meinen ersten Schluck Bier aus einer Pulle getrunken.,Event,Social,,,
31,280,Der netter Boy musste es mir sogar noch einflößen und nahm mich hierzu in den Arm; aber sehr anständig!,Event,Romantic,,,
31,281,Diese kleine Ablenkung dauerte 2 Std. ,Temp/Spat,Temp/Spat,,,
31,282,H.W. war bose dass wir ohne etwas zu sagen so lange weggeblieben waren.,Event,Romantic,,,
31,283,"Auf dem Heimweg, den wir um ½ 2 Uhr antraten, war es sehr eintönig.",Temp/Spat,Temp/Spat,,,
31,283,,Event,Romantic,,,
31,284,"Besonders wo wir alleine gingen, denn keiner konnte etwas sagen und diese Stille war zuuuu schon.",Reflection,Romantic,,,
31,285,"Einmal glitt ganz flüchtig sein Arm um meine Hüfte, nach dem ich gestolpert war.",Event,Romantic,,,
31,286,Im Hausgang gingen wir langsam und still übereinander her.,Event,Romantic,,,
31,287,"Oben vergrub ich meinen Kopf und hielt seine Hand etwas fest, worauf er nur: Na was ist?” antwortete.",Event,Romantic,,,
31,288,"Ein gute Nacht-wechsel und er ging wieder, wahrend ich mich so gerne an ihn gelehnt hatte und ganz still ein bissel geweint hatte; denn wenn man mit 1 menschen so lange spazieren geht, wird man leicht melancholisch.",Reflection,Romantic,,,
31,289,"Halt mich da jemand ist es gut, wenn nicht, bin ich für einige Tage erledigt.",Reflection,Romantic,,,
31,290,"Ich habe mich ja mächtig zusammengenommen, nun nicht aus der Rolle zu fallen.",Reflection,Romantic,,,
31,291,Aus ihm wird i nett klug.,Reflection,Romantic,,,
32,292,Heute 24. Feb. 34 Hans Werner war zu Hause und fahrt jetzt in die Kaserne.,Temp/Spat,Temp/Spat,,,
32,292,,Event,Romantic,,,
32,293,Ich habe mit Annemie + Hilde Wille den Film “Rivalen der Luft” gesehen.,Event,Social,YES,,
32,293,,Event,Political,,,
32,294,An der Haltestelle da stand H.W.,Event,Romantic,,,
32,295,"Er sah an mir zuerst vorbei, grüßte dann doch.",Event,Social,,,
32,296,Kam her gab mir die Hand + Annelie auch.,Event,Social,,,
32,297,Ich ging nach hause.,Event,Social,,,
32,298,H. W. drehte sich nicht 1x um.,Event,Romantic,,,
32,299,— — — Er ging und ich ging.,Event,Romantic,,,
33,300,Im März 34 da war es mit Hanz-Werner schon für mich wieder vorbei.,Temp/Spat,Temp/Spat,,,
33,300,,Reflection,Romantic,,,
33,301,"Im April 34 da begann ich Walter Krusekopp sehr zu lieben; aber bei mir, natürlich wie immer schon nach einiger Zeit vorbei.",Temp/Spat,Temp/Spat,,,
33,301,,Event,Romantic,,,
33,302,Konnte ihn sogar eine Zeit lang nicht mehr sehen.,Reflection,Romantic,,,
33,303,"Jetzt ist er mir nicht mehr, wie jeder andere auch.",Reflection,Romantic,,,
34,304,Im Juni 34 da habe ich mich im Herrn “Jochen von Rettdorf” verknallt.,Temp/Spat,Temp/Spat,,,
34,304,,Event,Romantic,,,
34,305,"Nachdem ich mit ihm im Lustigen Füsilier getanzt hatte und ihn mir naher angesehen, ist auch dieser Traum schon wieder zu Ende.",Event,Romantic,,,
34,305,,Reflection,Romantic,,,
35,306,"Im Juli 34 da ging man nun immer zum Baden in den Lünischteich und siehe da Hansi Jürgens, den ich im Jahre 33 so nett fand, hat sich so gemacht, das man ihn in der ganzen Stadt als den braunsten Mann kennt und die Mädels ganz toll hinter ihn her sind.",Temp/Spat,Temp/Spat,,,
35,306,,Event,Romantic,,,
35,307,Selbst treue die sich jetzt verlobt hat ist sehr gut auf ihn zu sprechen.,Event,Romantic,,,
35,308,Man redet im Teich: Treue schafft sich aber bei zeiten einen Hausfreund an.,Event,Social,,,
36,309,Im august 1934 war ich im schönen heißgeliebten Mannheim.,Temp/Spat,Temp/Spat,,,
36,310,"Rolf Binger liebte ich so wie noch nie, da ja Treue seine treue Freundin war.",Reflection,Romantic,,,
36,311,Er gab mir diesen Brief.,Event,Romantic,,,
36,312,"Nachdem ich ihm heftig nach seiner Zukunft fragte, wollte er den grund meines regen interesses wissen. ",Event,Romantic,,,
36,313,"Da ich es nicht sagte, wollte er dass, was er dachte in einen Brief schreiben und ich sollte dann ja oder nein sagen.",Event,Romantic,,,
36,314,"Nach 8 Tage länger beim Baden in seine augen sehen, und es wäre wie bei mir mit allen Männern die ich liebte: Nach einiger Zeit: passée —",Reflection,Romantic,,,
37,315,"Ich bin wie ein kleines Kind: alles muss ich mit Mühe haben, um es dann wegzuwerfen.",Reflection,Romantic,,,
38,316,Mit Leiner ganz nette Stunden verlebt: Fritz Rehfuß ist ja ganz artig geworden.,Event,Social,,,
38,317,Auch Meidel Armbeiter hat sich gemacht.,Event,Social,,,
38,318,Schade dass Fritz so endlos lang ist 1.92 mtr.,Reflection,Romantic,,,
38,319,"Unter seiner Schulter fing mein Kopf an, wenn ich hohe Absätze anhatte.",Reflection,Romantic,,,
38,320,Aber das hat ja keinen Zweck.,Reflection,Romantic,,,
39,321,Im Oktober 34 zur Kunstgewerbeschule gegangen.,Temp/Spat,Temp/Spat,,,
39,322,Hansi und Bubi sind da und zwar als große Könner bekannt.,Event,Social,,,
39,323,Ich habe heute bei Hansi und Hennies Portrait gesessen.,Event,Social,,,
39,324,Er ist süß.,Reflection,Romantic,,,
39,325,Wir lachten uns öfters an.,Event,Romantic,,,
39,326,"Hier tritt der satz als Rolfs Brief sich in die Wirklichkeit: “Die besten Freunde bleiben, wer sich nie erreichen kann!” Ich liebe Hansi nun schon uber ein Jahr.",Reflection,Romantic,,,
39,327,"Wurde ich ich ihm vielleicht naher kennen, dann wäre es sicher schon längst wieder alles passée.",Reflection,Romantic,,,
40,328,Am 1. Dezember 34 war 10 jahre Stiftungsfest der Hockeyabteilung.,Temp/Spat,Temp/Spat,,,
40,328,,Event,Social,,,
40,329,Es war einfach fabelhaft.,Reflection,Social,,,
40,330,"Zuerst waren alle bei Grusekopfs zu Bowle, und da gemeinsam in den Felten.",Event,Social,,,
40,331,"Ich tanzte mit Tesell, Mocco, Stimmel, Waldemar, Hans Becker, Plümmecke, Albrecht, Willie Richter, Bobby, etc. andauernd hatte ich abwechslung.",Event,Social,,,
40,332,Es machte mir riesigen spass.,Reflection,Social,,,
40,333,"Annemarie war mit günther da, der sich vorbeibenommen hat und die gingen um 2 uhr heim.",Event,Social,,,
40,334,Für mich war es ein wirklich nettes Fest.,Reflection,Social,,,
40,335,Meinen Eltern hat es auch gut gefallen.,Event,Social,,,
40,336,Mein Papa spendierte eine Runde Bier + etwas zu essen.,Event,Social,,,
40,337,Ihn gefielen die Jungs ganz groß!,Reflection,Social,,,
41,338,Am 15. Dezember 34 war von der Tennis-Abteilung ein Vergnügen im Stadium.,Temp/Spat,Temp/Spat,,,
41,338,,Event,Social,,,
41,339,Frau Albrecht und Frau Heustedt waren mit Tochter da.,Event,Social,,,
41,340,"Waldemar + Sigrid, Annemie saß mit Peppo Schiffer am Tischende und als Peppo Schiffer sagte, daß ich mich dazwischen setzen soll meinte Annemarie es wäre zu warm so eng.",Event,Social,,,
41,341,Diesen netten Peppo Schiffer der in ober-Prima geht habe ich sehr lieb denn er hat eine nette Art.,Reflection,Romantic,,,
41,342,Nimmt uns immer vom Tisch Tennis mit dem Auto mit nach Hause.,Event,Social,,,
41,343,So auch an diesem saudoofen Fest.,Event,Social,,,
41,344,"Erst fuhren wir alle heim, dann lud er mich ab.",Event,Social,,,
41,345,Wir verabredeten uns auf Montags beim Tisch-Tennis.,Event,Romantic,,,
41,346,Es war aber leider ausgefallen am Montag aber ich war als einzige dort.,Event,Romantic,,,
41,347,"Er frug heute Abend und log ich ihn an, da ich auch angab nicht dort gewesen zu sein, weil er nicht da war.",Event,Social,,,
41,348,"Heute war Texel mit dem Wagen da, nahm Annemie, Edill + Sigrid mit.",Event,Social,,,
41,349,Ich war dann noch mit Hans Plümmecke + Walter Kruse alleine.,Event,Social,,,
41,350,"Schiffer habe ich gefragt ob er mich mitnimmt, worauf er ja sagte ich stieg ein und los.",Event,Social,,,
41,351,Es war sehr langweilig so zu zweit.,Reflection,Social,,,
42,352,"Annemie ist ganz komisch, als ich doch sagte daß ich Toni gerne mochte, da haute sie auch schon mit ihm ab.",Event,Social,,,
42,353,Mir war es anfangs schwer; aber sah dann nur die schlechten Seiten von Toni (Harnischmacher) und lernte ihn vergessen.,Reflection,Romantic,,,
42,354,Mit Schiffer war es genau das selbe Theater.,Event,Romantic,,,
42,355,Auch mit Adehen Balk ist es ähnlich gegangen.,Event,Romantic,,,
42,356,"Na, ja und wenn der ganze schnee verbrennt, die asche bleibt mir doch",Reflection,Romantic,,*,
43,357,"Das Leben verweht, wie wolke blätter im Wind, nur Liebe bleibt ewig?",Reflection,Romantic,,*,
43,358,Bestehen!,Reflection,Romantic,,,
44,359,Sylvester 34-45 da gab mein Papa Sekt aus und ich schaute sehr tief ins Glas.,Temp/Spat,Temp/Spat,,,
44,359,,Event,Social,,,
44,360,Gab dann Kujou (Herr Evers) 1 Kuss!,Event,Romantic,,,
44,361,Der Mann ist aus eintracht hat 1 nette Frau die auch manchmal fremd geht!,Event,Social,,,
44,362,Komisch den ersten Kuss gab ich Herrn Schwarz!,Event,Romantic,,,
44,363,Nun dasselbe mit Kujou!!!,Event,Romantic,,,
44,364,"An diesem Abend ging um ¼ 1 Uhr Hans vorbei, er ging, als würde die ganze Sache für ihn nicht existieren.",Temp/Spat,Temp/Spat,,,
44,364,,Event,Romantic,,,
44,365,Natürlich habe ich mich in ihn verknallt von neuem.,Event,Romantic,,,
45,366,"Meinen Geburtstag habe ich leider garnicht gefeiert, da Mutti verreist, wegen Wohnung zu hause.",Event,Social,,,
45,367,Habe mich in den Sonderling Hans von neuen verknallt.,Event,Romantic,,,
45,368,Lerne ich ihn auf denn Kostümfest kennen?,Event,Romantic,,,
45,369,Ja!?,Event,Romantic,,,
45,370,Nein!!!?,Event,Romantic,,,
46,371,Auf Vineta setzte ich meine ganze Hoffnung; aber erstens kommt es anders und zweitens als man denkt.,Event,Social,,,
46,372,"Romy war im Abendkleid, ich mit roter Bluse + schwarz-seidener Hose da.",Event,Social,,,
46,373,Tante Else + Mama waren noch mit.,Event,Social,,,
46,374,Wilhelm Wolf hat mit Mama getanzt + Sekt getrunken!!,Event,Social,,,
46,375,Paul Dalwitz fand ich sehr nett.,Reflection,Social,,,
46,376,Oben im Sektzelt saß Rudi Müller Dalwitz + ich.,Event,Social,,,
46,377,"Schade, dass Hans so abgesondert mit Bubi war.",Reflection,Romantic,,,
46,378,Nur mit dem hat er sich unterhalten.,Event,Social,,,
46,379,"Er hat gefragt, ob sie für ihn mal sitzen wollte, statt mit ihm zu tanzen.",Event,Romantic,,,
46,380,Nur mit dem hat er sich unterhalten.,Event,Social,,,
46,381,"Ob sie für ihn mal sitzen wollte, statt mit ihm zu tanzen.",Event,Social,,,
46,382,"Mit Wallwitz hatte ich mich noch einige Male getroffen, aber er ist doch etwas anderes als Hans Jürgens.",Event,Romantic,,,
46,383,Schiffer war auch da und habe ich auch 1x mit ihm getanzt.,Event,Social,,,
46,384,Ein fabelhafter Mann: Horst Sommer!,Reflection,Romantic,,,
46,385,Leider tanzte er nur mit Vera Beutner!,Event,Romantic,,,
46,386,Hatte matrosenanzug und war braun.,Event,Social,YES,,
46,387,Also bildschirmschoner Bengel!!!!!,Event,Social,,,
46,388,Fahrt einen netten Adler Sport wagen.,Event,Social,,,
46,389,Hans Jürgens + Horst Sommer sind die 2 einzigen netten Leute hier.,Reflection,Romantic,,*,
46,390,Ich werde wohl bald mal nach außerhalb fahren müssen um mich mal tüchtig zu amüsieren!,Reflection,Romantic,,*,
46,391,Ich möchte einmal ganz so vom Herzen glücklich sein.,Reflection,Romantic,,*,
46,392,Wann???,Reflection,Romantic,,*,
46,393,Das ist die Frage!,Reflection,Romantic,,*,
46,394,Schule + schule hat man und sonst nichts.,Reflection,Romantic,,*,
47,395,"Wenn man ja Fortschritte sieht, dann ist man auch zufrieden!",Reflection,Romantic,,*,
47,396,"Es geht einem ja wohl sooo gut, wenn das Geld da ist, um den Schulbesuch zu ermöglichen.",Reflection,Romantic,,*,
47,397,Möge mir mein Vorhaben gelingen!,Reflection,Romantic,,*,
47,398,Nämlich ein tuchtiger kerl in meinen Beruf zu werden + meine höchste Pflicht + größte Aufgabe in deren erfüllung sehen.,Reflection,Romantic,,*,
48,399,"Der Mai ist leider in diesem Jahre nicht schön, da es regnet und ich doch so alleine bin.",Reflection,Romantic,,,
49,400,Ronny und Günther sind befreundet wahrend Annemarie mit Günther Lenker wieder entzweit ist.,Event,Social,,,
49,401,Günther ist jetzt bei den Fliegern.,Event,Political,YES,,
49,402,Sieht gut aus.,Event,Romantic,,,
50,403,Pfingsten den 18. Juni 35 Gehe zum Stadtbad baden mit Mama + Papa etc. ,Event,Social,,,
50,404,Günther Bendt kam zu mir her und begrüßte mich.,Event,Social,,,
50,405,"Setzte mich nachher an den tisch zu Bendt, der mich aufforderte ein glas Apfelsaft mitzutrinken.",Event,Social,,,
50,406,Bubi Hirschberger sass da auch mit am Tisch.,Event,Social,,,
50,407,Bendt bezahlte und wir legten uns dann in Liegestühle.,Event,Social,,,
50,408,Bubi war dann mal alleine beim baden und wir unterhielten uns sehr sehr gut.,Event,Romantic,,,
50,409,Als es neulich so regnete sollte ich um 4 uhr zu hause sein.,Event,Social,,,
50,410,Bin dann gegangen um 5 Uhr Bubi fuhr ebenso wie ich mit dem Rad.,Event,Romantic,,,
50,411,Bendt blieb am Stadtbad stehen.,Event,Social,,,
50,412,"Bubi fuhr im regen los, ich zog meinen Bademantel an.",Event,Social,,,
50,413,Wir zwei gingen dann zu Voigt.,Event,Romantic,,,
50,414,Kaffee trinken bis 7 Uhr.,Event,Romantic,,,
50,415,"Verabredeten uns auf den anderen Tag, nämlich Sonntag um 7 Uhr an der Ecke hier.",Event,Romantic,,,
50,416,"Es gab einen kleinen Krach zu hause, bin um 7 da gewesen.",Event,Social,,,
50,417,Wir sind Steinweg rauf gegangen und keiner wusste wohin wir wollten.,Event,Social,,,
50,418,An der Kaserne haben wir uns dann entschlossen zu “Anna + Elisabeth” zu gehen.,Event,Social,,,
50,419,Bubi stöhnte im Kino neben mir!,Event,Social,,,
50,420,"In der Moccastube waren wir dann noch anschließend, da sagte er dann, es wäre alles so komisch gewesen “so ganz anders” als wenn ich mit Hanne ins Kino gehe.",Event,Romantic,,,
50,421,Ich bin seine erste Liebe.,Event,Romantic,,,
50,422,Er ist ja ein goldiger netter Junge.,Reflection,Romantic,,,
50,423,Aber ich liebe halt Hans seinen besten Freund!!!,Reflection,Romantic,,,
50,424,"Bubi ist ja nett er holt mich so brav von der Schule abends ab, bringt mich morgens so artig hin, wenn wir uns nicht gerade verfehlen.",Reflection,Romantic,,,
50,425,"Aber ich liebe Hans, trotzdem H. sich sehr für Ruth Steinbrück interessiert.",Reflection,Romantic,,,
50,426,"Ich fühlte es aber vom 1. Tag an, als die in die Schule kam, daß Hans stark interessiert an ihr + sie an ihm war.",Reflection,Romantic,,,
50,427,"Abwarten — mit Bubi so weiter vielleicht kann ich Hans garnicht mehr leiden, wenn ich ihn näher kenne.",Reflection,Romantic,,,
50,428,"Aber ich möchte doch zuerst meinen Willen haben den Bubi hat mache Mängel, muss man die bei jedem entdecken?",Reflection,Romantic,,,
50,429,Und hinnehmen???,Reflection,Romantic,,,
51,430,"Sonntag, den 20. Juni 35
Mit Bubi verabredet beim Baden, dass wir um 8 Uhr ausgehen wollen.",Event,Romantic,,,
51,431,Bubi ging um 2 Uhr heim + ich blieb noch da mit Bendt.,Event,Social,,,
51,432,Wir unterhielten uns ganz fabelhaft.,Event,Romantic,,,
51,433,Bendt brachte mich nett nach Hause.,Event,Social,,,
51,434,Mit Bubi spazieren gegangen nach Riddagshausen.,Event,Social,,,
51,435,Auf 1 kl.,Event,Social,,,
51,436,"Bank in der Buchhorst, war unser erstes Stelldichein - - - Bubi küsst ja fabelhaft.",Event,Romantic,,,
51,437,Um 12 Uhr war ich zu Hause.,Temp/Spat,Temp/Spat,,,
51,438,Bubi ist ja süß!,Reflection,Romantic,,,
51,439,Trafen Irene!!!,Event,Social,,,
52,440,"Mittwoch beim Baden mit Bendt Bubi, Rühne, Bienwisch war prima habe aber die Zeit verpasst, um 6 Uhr fiel es mir ein dass ich ja schule hatte.",Event,Social,,,
52,441,Bubi dann auch nicht zur Schule im Parkhaus saßen wir 2 bei Erdbeeren + mit Sahne.,Event,Romantic,,,
52,442,Er schrieb mir auf 1 Zettel so allerlei ich begann auf seiner Mundharmonika zu spielen.,Event,Romantic,,,
52,443,Angefasst gingen wir dann durch den Park nach Hause.,Event,Romantic,,,
53,444,"Am Donnerstag hatten wir uns mit den Rädern verabredet, sagte allerdings daheim, dass ich baden ginge.",Event,Social,,,
53,445,"Wir fuhren in die Buchhorst, hatte Hosenrock an + blaue bluse.",Event,Social,,,
53,446,Auf seinen Knien saß ich und wir hatten einander so lieb.,Event,Romantic,,,
54,447,Samstag standen wir 2 ½ Stunden vor der Tür und redeten über alles.,Event,Romantic,,,
54,448,"Hans macht Spuk, das ich sein Bild geklaut habe.",Event,Social,,,
54,449,"Kühne zieht Bubi auf, dass ich auf dem Klassenabend Bubis Dame sein soll, während ich zur Diebin geworden wäre an dem Bild von Hans.",Event,Romantic,,,
54,450,Er ist ja schon ein Egoist!,Reflection,Social,,,
54,451,glaube auch leicht größenwahnsinnig oder 1 geistlicher klapps.,Reflection,Social,,,
54,452,Bendt liebt sich so sehr.,Reflection,Social,,,
55,453,"Samstagabend waren wir nun im “Lustigen Füsilier"" haben 1x angefangen zu tanzen, war aber zu voll!",Event,Social,,,
55,454,"Arm in Arm sind wir bei Bendt vorbei, der aber leider schon schlief.",Event,Romantic,,,
55,455,War recht nett.,Reflection,Romantic,,,
56,456,"Sonntag Morgen, den 30. Juni 35
Mit Bubi spazieren nach Riddagshausen am Lünischteich vorbei, trafen im Riddagshausen.",Event,Romantic,,,
56,457,"Ruth Rose, die drohte + sagte “das dürfte ich aber nicht.",Event,Social,,,
56,458,"[“] Als wir uns tief in die Augen sahen in Prinzenpark, da fuhr sie wieder an uns vorbei.",Event,Romantic,,,
56,459,Inge Stumbeck sahen wir a.d. Paulikirche.,Event,Social,,,
56,460,Kramer sahen wir fast jeden Tag.,Event,Social,,,
57,461,"Im Juli folgten die schönen Tage von Riddagshausen: “many cisses” Es war herrlich, wenn nur nicht so oft eine Hemmung, durch den Gedanken an Hans, gekommen wäre.",Reflection,Romantic,,,
57,461,,Event,Romantic,,,
57,462,"Am 14. Juli war Leni oben + Bubi auch, aber nur kurz.",Event,Social,,,
57,463,"Auch an einem Julitag war es, als Bubi oben war und Mama kam, sah aber Bubi der hintenrum raus ging nicht.",Event,Romantic,,,
58,464,"Am 20. Juli war Bubi oben bei uns am krankenbett, es war sonnabends.",Event,Romantic,,,
58,465,Am 21. Sonntag regnete es und ich war bei Bubi.,Event,Romantic,,,
58,466,"Er nahm mich in den arm, als seine schwester und sein schwager wegwaren.",Event,Romantic,,,
58,467,Er war ja so sehr nett.,Reflection,Romantic,,,
59,468,Am 30. Juli waren wir auf den Scherpelberg und haben unsinn gemacht.,Event,Romantic,,,
59,469,Es war so nett.,Reflection,Romantic,,,
60,470,Am 31. Juli waren wir spazieren im Bürgerpark und wir hatten einander so lieb daß wir uns immerwieder küßten.,Event,Romantic,,,
60,471,Um 12 Uhr war ich erst daheim.,Temp/Spat,Temp/Spat,,,
61,472,"Am 9. August 35 mit Bubi in Barcarole, er war so nett.",Event,Romantic,,,
61,473,"Kann man einen Menschen so betrügen, wie ich Bubi?",Reflection,Romantic,,,
62,474,Kam dann erst nach Mannheim wo ich mit Hertel Volz + Dr. Haeffner weg war.,Event,Social,,,
62,475,"Bei Loeb eingeladen, sehr nett.",Event,Social,,,
62,476,Mit Hamburger + Benda in Heidelberg bei Hans Baer + mit Fritz eingeladen.,Event,Social,,,
62,477,"Bei Else Fuchsschwanz in Wiesbaden im Opelbad, Bad Homburg so klool Leutchen getroffen.",Event,Social,,,
62,478,Else ist ein goldiger Kerl.,Reflection,Social,,,
62,479,Mit Gerlinger verabredet und dann auch 1 feine Pfalzstreife gemacht.,Event,Social,,,
62,480,Sämtliche Weinorte abgeklappt.,Event,Social,,,
62,481,Prima ist der Wein.,Reflection,Social,,,
62,482,— In Heidelberg bei Botes ein feiner goldblonder junger Mediziner.,Event,Romantic,,,
62,483,"4 junge Engländerinnen haben sich um ihn bemüht, und ich hatte Chancen, aber sie blieben unbenutzt.",Event,Romantic,,,
62,484,Mit Binger bei Reifs Tisch-Tennis gespielt.,Event,Social,,,
62,485,Rolf ist doch ein prima Kerl.,Reflection,Romantic,,,
63,486,"Ende September 35 zurückgekehrt und festgestellt, daß man mich beim Hockeyclub raus haben will.",Event,Social,YES,,
63,486,,Event,Political,,,
63,487,"Na, dann wird im Winter Ski gelaufen und im Sommer geschwommen.",Reflection,Political,,,
63,488,"Ich sagte auch bei Spaziergang auf dem Franzschen Feld, das ich Hans liebe mit jeder Faser meines Herzens.",Event,Romantic,,,
64,489,13. Oktober 35 bei Bubi daheim.,Temp/Spat,Temp/Spat,,,
64,490,Bubi wollte mich zei dass wir bei ihm Kaffee tranken.,Event,Social,,,
64,491,"Nahm mich auf dem Sofa mal in den arm aber ich wollte das nicht, dann ich dachte immer noch an Hans.",Event,Romantic,,,
65,492,16. Nov. 35 mit Bubi “Stradivari” es war fabelhaft.,Event,Social,,,
66,493,18. Nov. 35 Polterabend bei Irene.,Event,Social,,,
67,494,19. Nov Hochzeit bei Belz.,Event,Social,,,
68,495,"Haidi warmte mir im Auto meine Hände, sah das aber, wie er mir nachher sagte, als 1 Annäherunggrund an.",Event,Social,,,
68,496,Am 21. Nov. ging ich mit Bubi Bürgerpark.,Event,Romantic,,,
68,497,Er sagte: auf ich dir erst sagen wie lieb ich dich habe!,Event,Romantic,,,
68,498,Many cisses!!!,Event,Romantic,,,
68,499,Mit Bubi Ende Nov. 35 in Mazurka war ganz fabelhafter Film.,Event,Romantic,,,
69,500,9. Dez. mit Heidi bei den 3 Lust[igen] Gesellen.,Event,Social,,,
69,501,"12. Dez mit Haidi im Victoria und machte er mir eine Liebes erklärung : Ich kann mir garnicht denken wie man ihnen etwas sagen konnte was sie kranken konnte, etc, etc”
13. Dez. Freitag 35 bei Irene zum Kaffee mit Mama.",Event,Social,,,
69,502,Sie wohnt sehr nett + war auch nett.,Reflection,Social,,,
69,503,Zeigte uns auch gleich die Bilder von Hans + Bubi + ihr vom Lünischteich mit Bubi bei Voigt.,Event,Social,,,
69,504,"Irene, Hans + Haidi holten mich gerade als ich mit Bubi unten stand mit dem auto ab.",Event,Social,,,
69,505,Waren im Ratskeller.,Temp/Spat,Temp/Spat,,,
70,506,"21. Dez. 35 mit Bubi am Löwenwall unten geküsst, im Schneegestöber bis ½ 1 Uhr.",Event,Romantic,,,
70,507,"Spielzeug sei ich sagte ich, aber da sagte er, dass er mich so lieb hatte.",Event,Romantic,,,
70,508,Nahm meine Skier noch um ½ 0 Uhr mit heim.,Event,Social,,,
71,509,22. nach Ulm.,Temp/Spat,Temp/Spat,,,
71,510,29. In Frankfurt im Schuhmann Theater mit Lehmann über die Autobahn heim.,Event,Social,,,
71,511,Sylverster mit Walter in den Lagerhallen bei Kahn.,Event,Social,,,
71,512,"Lehmann fuhr bald heulend, blau Heim.",Event,Social,,,
71,513,Mir vertriet man die Zeit.,Reflection,Temporal,,,
71,514,Mit Ford tanzte ich und wettete dass er mir der Meyer + der ‘anderen’ die ihn so am Bendel hielt heim ginge.,Event,Romantic,,,
71,515,"Verlor die Wette, die um 1 Kuss ging.",Event,Romantic,,,
71,516,Wir paßten so prima in der Größe zusammen.,Reflection,Romantic,,,
71,517,So wurden aus einem einige.,Reflection,Romantic,,,
71,518,Mit Mann + Walter + Frl. Simon heim.,Event,Social,,,
72,519,Nun ist schon wieder geraume Zeit vergangen.,Reflection,Temporal,,,
72,520,Die kleine Meyer ist schon längst an einer Blinddarmoperation in der Schweiz gestorben.,Event,Social,,,
72,521,In der Schule geht es immer den alten Trott!,Event,Social,,,
72,522,Lenta Schuhmacher ist ein lieber kerl mit der ich jetzt öfters zusammen bin.,Reflection,Social,,,
72,523,Sie haben ein schönes Haus und sind wirklich sehr nette Leute.,Reflection,Social,,,
72,524,Auch hatte Lenta dieselben Pläne wie ich beruflich.,Reflection,Social,,,
72,525,Ein modernes Atelier mit allerfeinster Kundschaft.,Reflection,Social,,,
72,526,Aber wer weis wie und was noch alles kommt.,Reflection,Temporal,,,
72,527,Ob ich meine Prüfung machen kann.,Reflection,Social,,,
72,528,In der Lehre war ich ja 14 Tage bei Frl. Harwerte.,Event,Social,,,
72,529,Schoner war es aber doch in der Schule.,Reflection,Social,,,
72,530,Vor allem lange nicht so anstrengend.,Reflection,Social,,,
72,531,"Den Frühling konnte man so schon in seiner Freizeit beobachten wenn ich wie mit Bubi die Natur besah, so war das jedesmal ein Erlebnis.",Reflection,Romantic,,*,
72,532,Himmelfahrt waren wir beide bei Lenta auf der Terrasse hatte sie einen netten Tisch aufgebaut.,Event,Social,,,
72,533,Tanzten auch sehr nett zusammen.,Event,Social,,,
72,534,"Auch war eines abends Bubi Lenta Ullerich, Clausen, Helga + ich da.",Event,Social,,,
72,535,Es war an Lentas Geburtstag.,Event,Social,,,
72,536,Wir holten Bubi zu 3 von der Bahn ab.,Event,Social,,,
72,537,Alles in allem ein schöner Tag.,Reflection,Social,,,
73,538,Am 27. Juni kamen wir beim Spaziergang in einen Regenguss.,Event,Social,,,
73,539,Bubi’s Hose war total naß.,Event,Social,,,
73,540,Mein Mantel und Bluse.,Event,Social,,,
73,541,Wir waren ein aufgeweichter Klumpen.,Event,Social,,,
73,542,Es war aber schön.,Reflection,Social,,,
73,543,"Ich fühlte, daß ich zu Bubi gehörte.",Reflection,Romantic,,*,
73,544,"Es gab keine Spannung sondern eine schöne ausgeglichene, glückliche melodische Stimmung.",Reflection,Romantic,,,
73,545,Er geht mittags mit mir nach Hause + holt mich dann um ½ 6 Uhr ab.,Event,Romantic,,,
73,546,Ob wir uns zur Schule oder spazieren oder ins Kino oder mit dem Rad ins Grüne begeben kommt ganz auf die Stimmung an.,Event,Romantic,,,
73,547,"Am 28. Mai waren wir zwei am Gaußberg Ich fühlte, das, was vor mir noch kein Mädel angefasst hatte.",Event,Romantic,,,*
73,548,"Dann kam die Fahrt nach Ulm die ich recht unlustig machte, denn es war gerade Pfingsten 1 Jahr her, das wir uns kennen gelernt hatten.",Event,Social,,,
73,549,Andauernd suchte ich in Ulm schöne Dinge für Bubi aus.,Event,Romantic,,,
73,550,Sonnabends fuhren wir hier ab.,Temp/Spat,Temp/Spat,,,
73,551,War dann auch mit Lehmann zusammen und mit Mann + Walter im Europäischen Hof.,Event,Social,,,
73,552,Die Fahrt war schön.,Reflection,Social,,,
73,553,Rechts + links wiesen mit schonen Feldblumen geschmuckt.,Event,Social,,,
73,554,Dazu kam langsam die hereinbrechende Nacht.,Temp/Spat,Temp/Spat,,,
73,555,"Alles war so schön still, so ruhig und wünschte ich mir nur Bubi neben mir und dann das nötige Kleingeld in der Tasche.",Reflection,Romantic,,,
73,556,Bis an mein Lebensende konnte es so gehen.,Reflection,Romantic,,,
73,556,,Reflection,Temporal,,,
